Id,Party_Id,Parent_Note_Id,Category,Sub_Category,Channel,Party_Name,Contact_Info,Type,Pin_Flag,Note,Created_Date,Created_By
880,2322252261,NULL,GSave,Others,In-App,,,Customer,N,"Date&Time: Aug 18 2:07PM
Support Channel: In-App
Account no.: 3203
Issue: gcash to gcash to my friend
Action Done: 
-send response via In-App
- no specific concern",18-08-2023 14:09,elmo.antonio@uno.bank
881,2322404772,NULL,Service Request,Profile Update,Outbound Call,,,Customer,N,"
Issue: Mobile number change
Actions: Tried to callback 3x to inform cx that the request was done but the did not pushed through
",18-08-2023 14:11,ron.balboa@uno.bank
882,2322673618,NULL,General Enquiry,Others,Inbound Call,,,Customer,N,"Date and Time: 8/18/2023 
Support: Inbound / PID verified
Issue: Can't open his account 
        As per cx he received a message that his account was already updated
       Cx asked regarding with Pay and save promos
Action: Walkthrough cx to open his account and cx successfully open his account
	  Educate cx about Pay and save promos",18-08-2023 14:14,loida.lumagbas@uno.bank
883,2322411854,NULL,GSave,Loans,In-App,,,Customer,N,"Date&Time: Aug. 18 2:14PM
Support Channel: In-App
Account no.: 8897
Issue: Loan Inq	
Action Done: 
- Send Response via In-App
- Informed the cx that currently the loan is on hold",18-08-2023 14:15,elmo.antonio@uno.bank
885,2322369228,NULL,GSave,Withdraw Money,In-App,,,Customer,N,"Support Channel: In App
Account Number: 0081
Issue: unposted withdrawal ( Hello po pa help lng Po hnd Po dumating sa gcash qu un g withdraw qu na 200, salamat )
Action Done: I advised customer that I will raise his concern to our banking ops and the processing days is 1-3 banking days and gave his ticket number
Date and Time of Transaction Made: 17/Aug/2023 06:11:21
Amount: 200 PHP
From and to Bank: UNO to GCash
Reference #: 16922238787367257
Jira: UISDV0-10430",18-08-2023 14:23,danilo.sicat@uno.bank
886,2322525609,NULL,GSave,Deposit Money,Outbound Call,,,Customer,N,"Date and Time: Aug 18 , 2023
Support Channel: Outbound 
Account no.: 0469
Issue:  Unposted deposit money from GCash to UNO and didn't received to his UNO account
	Date and transaction : Aug 17,2023
	Amount: PHP150
	Reference:16922370221258920
Action:  Try to call cx 3 times but no response from him ; wanted to inform that the amount was already posted yesterday",18-08-2023 14:28,loida.lumagbas@uno.bank
887,2322567937,NULL,Service Request,Profile Update,Inbound Call,,,Customer,N,"Date and Time: August 18,2023 2:20pm
Support: Inbound
Acc num: 1536
Issue:Mobile number change
Action: Adv that since his concern already raised by the other agent.
-Inform cx to kindly wait TAT 3-5 Banking days
-While asking other assistance the call was ended. ",18-08-2023 14:38,analyn.mabale@uno.bank
888,2322172074,NULL,GSave,Deposit Money,In-App,,,Customer,N,"Date and Time: Aug 18,2023
Support Channel: In-App
Account no.: 9179
Issue: Unposted transaction deposit money amounting PHP3000 yesterday
Action: Message cx thru In-App and inform that the amount was already posted yesterday",18-08-2023 14:46,loida.lumagbas@uno.bank
889,2322567937,NULL,GSave,Profile Update,Inbound Call,,,Customer,N,"Date&Time: Aug. 18 2:40APM
Support Channel: Inbound
Account no.: 1536
Issue: Mobile Number Change request 
Action Done: 
- Informed the cx that the previous request was declined since it was already registered
- informed the cx that UNO is only allowing 1 account per mobile number
- asked for other number
- informed the cx that mobile number change request will takes 3-5 Banking days.
- raise to JIRA UISDV0-10432",18-08-2023 14:48,elmo.antonio@uno.bank
890,2322606030,NULL,Transactions,Add Money – OTC,In-App,,,Customer,N,"Acc no.: 5470 
Issue: add money OTC unposted transaction 
Action Done: asked customer where did the funds came from 
",18-08-2023 14:49,rhycel.enverzo@uno.bank
891,2322611768,NULL,GSave,Deposit Money,In-App,,,Customer,N,The amount PHP5000 was already posted and already inform cx thru In-App of other agent,18-08-2023 14:49,loida.lumagbas@uno.bank
892,2322238024,NULL,GSave,Deposit Money,In-App,,,Customer,N,"Acc no.: 8184
Issue: Thank you 
Action Done: completed closing spiel 
",18-08-2023 14:57,rhycel.enverzo@uno.bank
893,2322737862,NULL,GSave,Profile Update,In-App,,,Customer,N,"Date&Time: Aug. 18 2:59APM
Support Channel: In-App
Account no.: 5033
Issue: Mobile Number Change request 
Action Done: 
- send response via In-App
- asked for new mobile number",18-08-2023 15:03,elmo.antonio@uno.bank
895,2322734866,NULL,GSave,Others,In-App,,,Customer,N,"Date&Time: Aug 18 3PM
Support Channel: In-App
Account no.: 9788
Issue: Paano ko maopen
Action Done: 
-send response via In-App
- no specific concern",18-08-2023 15:14,elmo.antonio@uno.bank
896,2322611665,NULL,Marketing Promotions,Promos and Offers,In-App,,,Customer,N,"Support: In-app
Acc number: 9313
Issue: 50% promo
Action: since you already used your virtual UNO Debit Mastercard to pay and/or Pay Bills in the UNO app to get 10% cash credit last August 17, 2023. Kindly wait for the awarding schedule, September 12, 2023.",18-08-2023 15:17,caira.sotto@uno.bank
898,2322349957,NULL,GSave,Loans,In-App,,,Customer,N,"Date&Time: Aug. 18 3PM
Support Channel: In-App
Account no.: 1802
Issue: Loan Inq	
Action Done: 
- Send Response via In-App
- Informed the cx that currently the loan is on hold
",18-08-2023 15:20,elmo.antonio@uno.bank
900,2322541786,NULL,GSave,Others,In-App,,,Customer,N,"
Date&Time: Aug 18 3PM
Support Channel: In-App
Account no.: 4332
Issue: Transaction History
Action Done: 
-send response via In-App
- provide info how to check transaction history using mobile app",18-08-2023 15:34,elmo.antonio@uno.bank
903,2322410300,NULL,Dispute,Card transactions,In-App,,,Customer,N,"Date and Time of Call: 8/18/2023 3:23PM
Support Channel: Outbound
Account Number: 9895
Issue: Unauthorized Transaction
Action Done: I tried to call the cx to asked if the last agent was able to say the mandatory disclosure but the cx is not answering the call",18-08-2023 15:59,jonathan.repollo@uno.bank
905,2322318523,NULL,Onboarding,Registration,In-App,,,Customer,N,"ISSUE: CX can't link his account due to face verification error

ACTION: Asked the cx if he has done any changes on his facial structure",18-08-2023 16:08,ron.balboa@uno.bank
907,2322193780,NULL,GSave,Others,In-App,,,Customer,N,"Acc no.: 0147
Issue: Vague! 
Action Done: asked customer for his specific concern",18-08-2023 16:17,rhycel.enverzo@uno.bank
908,2322307462,NULL,Service Request,Account Locking,Inbound Call,,,Customer,N,"Date and time: 8/18/2023
Acc number: 6088
Issue: Unable to access the account
Action: Informed that we already raise this concern to our department. no worries if we have a feedback we call back her back again
soup call: adv to monitor her account and by monday we will update cx even with or without updates. ",18-08-2023 16:20,caira.sotto@uno.bank
909,2322768873,NULL,Onboarding,Registration,Inbound Call,,,Customer,N,"ISSUE: CX can't use full features of our mobile app
upon account checking the cx account is pending approval 
There was an email from UNO digital bank requesting for additional supporting documents for it to be able to be approved

ACTIONS: Informed CX to check spam folders and kindly wait for email from our team ",18-08-2023 16:21,ron.balboa@uno.bank
910,2322527223,NULL,GSave,Loans,In-App,,,Customer,N,"Acc no.: 1967
Issue: Loan follow up 
Action Done: advised customer that our Loan program is currently on hold",18-08-2023 16:23,rhycel.enverzo@uno.bank
911,2322383690,NULL,General Enquiry,Add Money Enquiry,In-App,,,Customer,N,"ISSUE: CANT DO TRANSACTION .ACTION: INFROMED CX TO DEPOSIT ATLEAST 100PHP TO ACTIVATE THE ACCOUNT""",18-08-2023 16:24,ron.balboa@uno.bank
912,2322441888,NULL,Transactions,Add Money – Online,Inbound Call,,,Customer,N,"Date and time: August 18,2023 4:23pm
Support: Inbound
Acc num: 6624
Issue: Cx call for because he wants to clarify if his unposted transaction is already reverse.
Action: Educate cx that it is already reverse. ",18-08-2023 16:28,analyn.mabale@uno.bank
914,2322295205,NULL,GSave,Loans,In-App,,,Customer,N,"Acc no.: 3429
Issue: customer is following up regarding on her loan application last July 12,2023 and also she already received an SMS that her application was already approved last July 19,2023 and she also received an email where she sent all needed documents 
Action Done: advised customer that our UNOnow Loan Program is currently on hold and also advised that once the program is already resume we will notify them right away and advised to keep their lines open and monitor their email ",18-08-2023 16:37,rhycel.enverzo@uno.bank
917,2322244282,NULL,GSave,Linking Gsave and UNO App,In-App,,,Customer,N,"Acc no.: 0389
Issue: customer cannot link his Gsave Account to our UNO App 
Action Done: asked customer his phone model and phone OS version ",18-08-2023 17:12,rhycel.enverzo@uno.bank
919,2322208093,NULL,Service Request,Profile Update,In-App,,,Customer,N,"ISSUE: CX WANTS TO CHANGE MOBILE NUMBER DUE TO HER ROAMING ISN'T WORKING ANYMORE

Actions: RAISED TO IT TEAM AND INFORMED THE CX THE REQUEST WILL TAKE 3-5 BANKING DAYS 
UISDV0-10452",18-08-2023 17:19,ron.balboa@uno.bank
920,2322637325,NULL,General Enquiry,Cards,Inbound Call,,,Customer,N,"Date and time: 8/18/2023
Support: Inbound
Acc number: 5804
Issue: Virtual debit master card 
Action: While in the conversation cx wants to hang up due to someone will call him, adv to call back for resolution",18-08-2023 17:22,caira.sotto@uno.bank
921,2322637325,NULL,General Enquiry,Cards,Outbound Call,,,Customer,N,"Date and time: 8/18/2023
Support: outbound
Acc number: 5804
Issue: Virtual debit master card 
-cx transact using VC to Lazada
-cx said someone call him confirmed he can already use VC but until now cx cant use it.
Action: Adv we can raise it again, i will monitor his account time to time. ",18-08-2023 17:23,caira.sotto@uno.bank
922,2322637325,NULL,General Enquiry,Cards,In-App,,,Customer,N,"Support: In-app
Acc number: 5804
Issue: Virtual debit master card
Action: Adv cx weve already brought this up to our team",18-08-2023 17:23,caira.sotto@uno.bank
923,2322204350,NULL,GSave,Others,In-App,,,Customer,N,"Vague Concern. I asked what is the specific concern.""""",18-08-2023 17:24,jonathan.repollo@uno.bank
924,2322205561,NULL,General Enquiry,Loans,In-App,,,Customer,N,"Issue: AVAIL LOAN
Actions: EDU THE CX ABOUT THE HOLD ON LOAN APPLICATION",18-08-2023 17:25,ron.balboa@uno.bank
926,2322204399,NULL,General Enquiry,Loans,Inbound Call,,,Customer,N,"Issue: AVAIL LOAN
Actions: EDU THE CX ABOUT THE HOLD ON LOAN APPLICATION",18-08-2023 17:30,ron.balboa@uno.bank
927,2322575939,NULL,General Enquiry,Loans,In-App,,,Customer,N,"Issue: AVAIL LOAN
Actions: EDU THE CX ABOUT THE HOLD ON LOAN APPLICATION",18-08-2023 17:32,ron.balboa@uno.bank
928,2322740327,NULL,General Enquiry,Loans,In-App,,,Customer,N,"Issue: AVAIL LOAN
Actions: EDU THE CX ABOUT THE HOLD ON LOAN APPLICATION",18-08-2023 17:35,ron.balboa@uno.bank
930,2322657300,NULL,GSave,Others,In-App,,,Customer,N,"No further concern. I delivered the closing spiel.""""",18-08-2023 17:37,jonathan.repollo@uno.bank
932,2322411854,NULL,General Enquiry,Loans,In-App,,,Customer,N,"Issue: AVAIL LOAN
Actions: EDU THE CX ABOUT THE HOLD ON LOAN APPLICATION

Delivered closing spiel",18-08-2023 17:42,ron.balboa@uno.bank
933,2322299570,837,GSave,Profile Update,In-App,,,Customer,N,db : number change. gave jira already created UISDV0-10423,18-08-2023 17:42,maita.yranela@uno.bank
934,2322761466,NULL,Transactions,Add Money – Online,In-App,,,Customer,N,Delivered closing spiel,18-08-2023 17:48,ron.balboa@uno.bank
936,2322342811,NULL,Service Request,Profile Update,Email,,,Customer,N,"
db 
change of name to married name from angelie cervan bobos to angelie bobos tenorio
customer sent marriage cert and nbi
sent to kyc for rating ",18-08-2023 17:53,maita.yranela@uno.bank
937,2322671713,NULL,Service Request,Profile Update,In-App,,,Customer,N,"ISSUE: CX WANTS TO CHANGE PROFILE INFORMATION

ACTIONS: ASKED THE CX WHAT SHE WANTS TO CHANGE",18-08-2023 18:02,ron.balboa@uno.bank
938,2322475603,NULL,Service Request,Profile Update,Email,,,Customer,N,"db 
change number request 
not using registered email 
advd to send in-app ",18-08-2023 18:04,maita.yranela@uno.bank
939,2322495824,NULL,GSave,Linking Gsave and UNO App,In-App,,,Customer,N,"Acc no.: 2879
Issue: customer cannot link her account 
Action Done: asked customer her phone model and OS version ",18-08-2023 18:06,rhycel.enverzo@uno.bank
940,2322437531,NULL,GSave,Deposit Money,Inbound Call,,,Customer,N,"Date and Time of Call: 8/18/2023 6:12PM
Support Channel: Inbound/In-App
Account Number: 4247
Issue: Unposted Deposit Money Transaction
Action Done: I informed the cx that I will escalate this to our Banking ops and the TAT is 1-3 banking days
Amount: 370
Reference Number: 032346276
Date of the transaction: August 18, 2023 6:09PM
JIRA: UISDV0-10459",18-08-2023 18:28,jonathan.repollo@uno.bank
941,2322208093,NULL,GSave,Profile Update,In-App,,,Customer,N,"Date and Time of Chat: 8/18/2023 12:08PM
Support Channel: In-App
Account Number: 7155
Issue: Change of Mobile Number
Action Done: I informed the cx that she will receive a SMS confirmation once the number is change",18-08-2023 18:38,jonathan.repollo@uno.bank
943,2322245144,NULL,Transactions,Send Money - Posting Timeline,Inbound Call,,,Customer,N,"Date and Time: August 18,2023 6:42pm
Support: Inbound
Acc num: 6600
Issue: Cx call for the transaction from Uno to Maya Bank that did not reflect to her account.
Action: Adv cx that since it is Peso Net the transaction will be posted by tuesday (August 22 since monday is holiday.",18-08-2023 18:47,analyn.mabale@uno.bank
946,2322626375,NULL,GSave,Others,In-App,,,Customer,N,"Acc no.: 4053
Issue: cannot receive otp
Action Done: asked customer if she still experiencing the same issue, upon she have already successful withdrawal ",18-08-2023 19:16,rhycel.enverzo@uno.bank
948,2322317645,NULL,General Enquiry,Savings,In-App,,,Customer,N,"Date and Time of Chat: 8/18/2023 12:08PM
Support Channel: In-App
Account Number: 7859
Issue: Savings Account Interest Rate
Action Done: I educate the cx regarding our interest rate for Savings",18-08-2023 19:36,jonathan.repollo@uno.bank
